time,dir,s,r,o,rank_raw,rank_filter
1,fwd,1263,104,4735,88,88
1,fwd,1,67,10,5,5
1,fwd,204,1,1047,9,9
1,fwd,1193,0,1315,9,9
1,fwd,2,14,0,1,1
1,fwd,529,0,174,3,3
1,fwd,2,2,3,1,1
1,fwd,10,5,1047,4,4
1,fwd,56,11,10,1,1
1,fwd,16,6,34,1,1
1,fwd,1,14,0,4,4
1,fwd,0,62,1,2,2
1,fwd,1047,2,10,26,26
1,fwd,24,9,210,14,14
1,fwd,174,3,82,5,5
1,fwd,380,0,3936,7433,7433
1,fwd,6,27,5,1,1
1,fwd,86,0,9,1,1
1,fwd,34,19,36,1,1
1,fwd,1047,0,56,287,287
1,fwd,9,10,944,1,1
1,fwd,56,13,10,1,1
1,fwd,3051,1,277,1,1
1,fwd,29,0,224,3,3
1,inv,236,251,17,1,1
1,inv,12,353,50,15,15
1,inv,10,252,56,1,1
1,inv,29,267,224,3,3
1,inv,19,258,686,14,14
1,inv,160,257,48,1,1
1,inv,322,280,0,1,1
1,inv,2,265,0,1,1
1,inv,0,262,1,1,1
1,inv,9,261,944,1,1
1,inv,0,251,28,2,2
1,inv,7261,260,1319,61,61
1,inv,122,282,485,1,1
1,inv,10,255,1047,4,4
1,inv,2,252,0,1,1
1,inv,670,254,186,1,1
1,inv,5,257,6,1,1
1,inv,56,252,10,1,1
1,inv,0,252,2,1,1
1,inv,310,251,98,1,1
1,inv,173,252,147,1,1
1,inv,0,259,154,100,100
1,inv,10,278,204,14,14
1,inv,11,251,746,8787,8787
1,inv,147,252,173,1,1
1,inv,56,262,10,2,2
1,inv,5,272,6,1,1
1,inv,2,253,3,1,1
1,inv,10,258,56,2,2
1,inv,204,253,1047,104,104
1,inv,6924,268,1449,4,4
1,inv,3051,252,277,1,1
1,inv,1777,251,368,2845,2845
1,inv,204,252,1047,10,10
1,inv,73,260,522,1340,1340
1,inv,4735,355,1263,4,4
1,inv,10,318,1,1,1
1,inv,1047,252,204,7,7
1,inv,1315,251,1193,7,7
1,inv,0,265,2,1,1
1,inv,174,251,529,10,10
1,inv,3,253,2,1,1
1,inv,1047,256,10,1,1
1,inv,10,262,56,2,2
1,inv,34,257,16,1,1
1,inv,0,265,1,4,3
1,inv,1,313,0,3,3
1,inv,10,253,1047,145,145
1,inv,210,260,24,3,3
1,inv,82,254,174,9,9
1,inv,3936,251,380,2002,2002
1,inv,5,278,6,1,1
1,inv,9,251,86,1,1
1,inv,36,270,34,1,1
1,inv,56,251,1047,457,457
1,inv,944,261,9,1,1
1,inv,10,264,56,1,1
1,inv,277,252,3051,2,2
1,inv,224,251,29,2,2
2,fwd,1,5,2,5,4
2,fwd,132,23,565,170,170
2,fwd,623,2,727,4,4
2,fwd,48,19,160,1,1
2,fwd,107,0,138,1,1
2,fwd,59,0,52,2,2
2,fwd,290,141,81,1,1
2,fwd,8,9,240,17,16
2,fwd,132,15,27,2,2
2,fwd,10,5,1047,2,2
2,fwd,89,17,8,1,1
2,fwd,882,3,8,1,1
2,fwd,140,7,41,95,95
2,fwd,528,1,31,2,2
2,fwd,110,10,28,1,1
2,fwd,28,10,110,2,2
2,fwd,10,0,1,1,1
2,fwd,77,0,485,45,45
2,fwd,415,27,268,3,3
2,fwd,1,11,0,2,2
2,fwd,175,24,42,257,257
2,fwd,1471,4,23,2,2
2,fwd,899,17,142,1,1
2,fwd,635,16,51,1,1
2,fwd,8,9,208,10,10
2,fwd,8,3,268,4,2
2,fwd,658,9,622,33,33
2,fwd,8,3,52,2,1
2,fwd,899,7,142,2,2
2,fwd,109,6,304,1,1
2,fwd,110,0,0,1,1
2,fwd,0,62,1,3,3
2,fwd,8,3,13,1,1
2,fwd,8892,0,2460,1200,1200
2,fwd,512,3,8,1,1
2,fwd,4,4,0,1,1
2,fwd,1006,8,72,12,12
2,fwd,59,3,8,1,1
2,fwd,10,5,204,3,2
2,fwd,2,12,3,1,1
2,fwd,415,3,8,1,1
2,fwd,1047,4,10,2,2
2,fwd,243,3,142,1,1
2,fwd,553,2,303,55,55
2,fwd,670,20,122,1,1
2,fwd,52,3,8,1,1
2,fwd,1006,3,8,2,2
2,fwd,3897,105,1,2,2
2,fwd,656,0,13,1,1
2,fwd,72,8,8,1,1
2,fwd,6,18,68,2,1
2,fwd,186,21,935,12,12
2,fwd,50,102,12,1,1
2,fwd,727,2,623,63,63
2,fwd,2,1,3,1,1
2,fwd,268,27,8,1,1
2,fwd,2,169,3,1,1
2,fwd,244,76,2583,2051,2051
2,fwd,0,14,412,77,77
2,fwd,36,6,34,1,1
2,fwd,162,30,554,3,3
2,fwd,4,0,1,1,1
2,fwd,412,23,762,2,2
2,fwd,0,5,4,4,3
2,fwd,6,3,5,1,1
2,fwd,2,4,1,5,5
2,fwd,142,74,1675,24,24
2,fwd,3,11,2,1,1
2,fwd,204,1,1047,1,1
2,fwd,595,4,1,2,2
2,fwd,1,13,10,1,1
2,fwd,368,0,1050,7,7
2,fwd,52,38,8,1,1
2,fwd,138,3,122,1,1
2,fwd,4,21,1,1,1
2,fwd,73,6,178,1,1
2,fwd,662,6,2151,5,5
2,fwd,427,3,8,1,1
2,fwd,81,6,262,1,1
2,fwd,52,12,8,1,1
2,fwd,4521,6,1021,1,1
2,fwd,204,4,10,3,3
2,fwd,2,11,3,1,1
2,fwd,670,20,138,4,3
2,fwd,138,3,1112,3,2
2,fwd,3,12,2,1,1
2,fwd,1,67,10,2,2
2,fwd,3362,3,463,28,28
2,fwd,2,2,3,1,1
2,fwd,889,25,96,1,1
2,fwd,4,4,23,3,2
2,fwd,3,169,2,1,1
2,fwd,13,6,8,1,1
2,fwd,1001,0,13,1,1
2,fwd,378,7,110,14,14
2,fwd,31,1,528,3,3
2,fwd,89,3,8,1,1
2,fwd,23,5,1471,4,3
2,fwd,87,0,806,3,3
2,fwd,59,3,13,2,1
2,fwd,72,0,13,1,1
2,fwd,1623,0,3,1,1
2,fwd,208,3,8,2,2
2,fwd,1047,1,204,1,1
2,fwd,1889,0,1,132,132
2,fwd,6924,15,76,565,565
2,fwd,252,3,5,1,1
2,fwd,722,3,122,2,2
2,fwd,176,15,416,2,2
2,fwd,1623,2,3,1,1
2,fwd,3,1,2,1,1
2,fwd,16,6,34,1,1
2,fwd,1,0,400,22,22
2,fwd,36,0,16,1,1
2,fwd,31,7,528,52,52
2,fwd,1754,24,10,2,2
2,fwd,6,33,78,2,2
2,fwd,688,43,142,1,1
2,fwd,7,5,11,2,2
2,fwd,6,37,5,1,1
2,fwd,1153,0,13,1,1
2,fwd,31,14,42,37,37
2,fwd,279,21,2,1,1
2,fwd,2358,0,72,2140,2140
2,fwd,415,3,268,3,2
2,fwd,52,0,13,1,1
2,fwd,10,13,1,1,1
2,fwd,231,0,1917,1839,1839
2,fwd,11,4,7,1,1
2,fwd,629,0,1,2116,2116
2,fwd,2684,75,27,298,298
2,fwd,1039,0,688,3,3
2,fwd,155,18,7,1,1
2,fwd,3,13,2,1,1
2,fwd,333,9,1330,2,2
2,fwd,512,9,8,1,1
2,fwd,1,5,595,1,1
2,fwd,1,7,2129,73,73
2,fwd,746,0,11,1,1
2,fwd,194,30,57,1,1
2,fwd,106,0,528,5,5
2,fwd,8,8,89,5,4
2,fwd,59,9,8,1,1
2,fwd,0,5,110,1,1
2,fwd,899,3,142,1,1
2,fwd,139,44,908,1,1
2,fwd,8,17,13,1,1
2,fwd,85,3,8,1,1
2,fwd,13,31,8,1,1
2,fwd,519,7,256,2,2
2,fwd,658,3,8,1,1
2,fwd,249,0,74,1,1
2,fwd,142,88,662,1,1
2,fwd,8,8,13,1,1
2,fwd,110,4,0,1,1
2,fwd,6,18,5,1,1
2,fwd,3,2,2,1,1
2,fwd,204,7,1,2,2
2,fwd,346,8,1966,126,126
2,fwd,7,31,15,1,1
2,fwd,951,0,31,55,55
2,fwd,23,5,4,2,2
2,fwd,38,0,51,3,3
2,fwd,1266,0,1,147,147
2,fwd,181,9,13,1,1
2,fwd,109,18,304,1,1
2,fwd,52,9,8,1,1
2,inv,2,256,1,4,4
2,inv,565,274,132,79,79
2,inv,727,253,623,45,45
2,inv,160,270,48,1,1
2,inv,138,251,107,1,1
2,inv,52,251,59,1,1
2,inv,81,392,290,2,2
2,inv,240,260,8,1,1
2,inv,27,266,132,1,1
2,inv,1047,256,10,2,2
2,inv,8,268,89,4,4
2,inv,8,254,882,4,2
2,inv,41,258,140,76,76
2,inv,31,252,528,4,4
2,inv,28,261,110,1,1
2,inv,110,261,28,1,1
2,inv,1,251,10,17,16
2,inv,485,251,77,46,46
2,inv,268,278,415,14,14
2,inv,0,262,1,3,3
2,inv,42,275,175,389,389
2,inv,23,255,1471,4,3
2,inv,142,268,899,3,3
2,inv,51,267,635,2,2
2,inv,208,260,8,1,1
2,inv,268,254,8,1,1
2,inv,622,260,658,40,40
2,inv,52,254,8,1,1
2,inv,142,258,899,2,2
2,inv,304,257,109,1,1
2,inv,0,251,110,27,27
2,inv,1,313,0,1,1
2,inv,13,254,8,1,1
2,inv,2460,251,8892,5536,5536
2,inv,8,254,512,20,12
2,inv,0,255,4,5,4
2,inv,72,259,1006,29,29
2,inv,8,254,59,3,2
2,inv,204,256,10,2,2
2,inv,3,263,2,1,1
2,inv,8,254,415,16,9
2,inv,10,255,1047,2,2
2,inv,142,254,243,16,15
2,inv,303,253,553,361,361
2,inv,122,271,670,2,2
2,inv,8,254,52,2,2
2,inv,8,254,1006,32,23
2,inv,1,356,3897,11,11
2,inv,13,251,656,22,20
2,inv,8,259,72,7,7
2,inv,68,269,6,1,1
2,inv,935,272,186,3,3
2,inv,12,353,50,2,2
2,inv,623,253,727,1,1
2,inv,3,252,2,1,1
2,inv,8,278,268,15,15
2,inv,3,420,2,1,1
2,inv,2583,327,244,47,47
2,inv,412,265,0,9,9
2,inv,34,257,36,2,1
2,inv,554,281,162,4,4
2,inv,1,251,4,9,9
2,inv,762,274,412,1,1
2,inv,4,256,0,5,4
2,inv,5,254,6,1,1
2,inv,1,255,2,5,4
2,inv,1675,325,142,1,1
2,inv,2,262,3,1,1
2,inv,1047,252,204,1,1
2,inv,1,255,595,1,1
2,inv,10,264,1,1,1
2,inv,1050,251,368,7,7
2,inv,8,289,52,2,2
2,inv,122,254,138,1,1
2,inv,1,272,4,3,3
2,inv,178,257,73,1,1
2,inv,2151,257,662,1,1
2,inv,8,254,427,11,5
2,inv,262,257,81,1,1
2,inv,8,263,52,1,1
2,inv,1021,257,4521,4,4
2,inv,10,255,204,4,3
2,inv,3,262,2,1,1
2,inv,138,271,670,7,7
2,inv,1112,254,138,2,2
2,inv,2,263,3,1,1
2,inv,10,318,1,1,1
2,inv,463,254,3362,401,401
2,inv,3,253,2,1,1
2,inv,96,276,889,5,5
2,inv,23,255,4,2,2
2,inv,2,420,3,1,1
2,inv,8,257,13,1,1
2,inv,13,251,1001,105,101
2,inv,110,258,378,128,128
2,inv,528,252,31,1,1
2,inv,8,254,89,6,3
2,inv,1471,256,23,2,2
2,inv,806,251,87,1,1
2,inv,13,254,59,2,1
2,inv,13,251,72,23,20
2,inv,3,251,1623,2,2
2,inv,8,254,208,10,5
2,inv,204,252,1047,1,1
2,inv,1,251,1889,9985,9982
2,inv,76,266,6924,673,673
2,inv,5,254,252,34,33
2,inv,122,254,722,28,27
2,inv,416,266,176,2,2
2,inv,3,253,1623,37,36
2,inv,2,252,3,1,1
2,inv,34,257,16,1,1
2,inv,400,251,1,1,1
2,inv,16,251,36,1,1
2,inv,528,258,31,19,19
2,inv,10,275,1754,39,39
2,inv,78,284,6,1,1
2,inv,142,294,688,3,3
2,inv,11,256,7,1,1
2,inv,5,288,6,1,1
2,inv,13,251,1153,6,5
2,inv,42,265,31,11,11
2,inv,2,272,279,34,34
2,inv,72,251,2358,7843,7843
2,inv,268,254,415,15,14
2,inv,13,251,52,1,1
2,inv,1,264,10,2,2
2,inv,1917,251,231,16,16
2,inv,7,255,11,1,1
2,inv,1,251,629,10395,10391
2,inv,27,326,2684,4228,4228
2,inv,688,251,1039,8,8
2,inv,7,269,155,6,6
2,inv,2,264,3,1,1
2,inv,1330,260,333,1,1
2,inv,8,260,512,25,23
2,inv,595,256,1,1,1
2,inv,2129,258,1,1,1
2,inv,11,251,746,2,2
2,inv,57,281,194,1,1
2,inv,528,251,106,28,28
2,inv,89,259,8,1,1
2,inv,8,260,59,6,5
2,inv,110,256,0,1,1
2,inv,142,254,899,3,3
2,inv,908,295,139,1,1
2,inv,13,268,8,1,1
2,inv,8,254,85,7,3
2,inv,8,282,13,1,1
2,inv,256,258,519,7,7
2,inv,8,254,658,43,33
2,inv,74,251,249,2,2
2,inv,662,339,142,1,1
2,inv,13,259,8,1,1
2,inv,0,255,110,1,1
2,inv,5,269,6,1,1
2,inv,2,253,3,1,1
2,inv,1,258,204,14,14
2,inv,1966,259,346,64,64
2,inv,15,282,7,1,1
2,inv,31,251,951,2255,2255
2,inv,4,256,23,1,1
2,inv,51,251,38,2,2
2,inv,1,251,1266,6724,6722
2,inv,13,260,181,11,11
2,inv,304,269,109,1,1
2,inv,8,260,52,2,2
3,fwd,52,0,89,23,22
3,fwd,38,6,148,1,1
3,fwd,1094,16,3908,168,168
3,fwd,52,115,401,15,15
3,fwd,29,5,1094,1,1
3,fwd,670,20,122,1,1
3,fwd,1546,0,13,1,1
3,fwd,1,51,10,1,1
3,fwd,52,0,13,1,1
3,fwd,0,12,2,1,1
3,fwd,68,3,43,2,2
3,fwd,414,7,370,6,6
3,fwd,1,11,10,1,1
3,fwd,8,3,13,1,1
3,fwd,13,29,8,1,1
3,fwd,98,0,61,1,1
3,fwd,1,13,55,18,17
3,fwd,2321,7,56,4,4
3,fwd,12,12,41,1,1
3,fwd,416,16,176,1,1
3,fwd,7,5,11,2,2
3,fwd,368,0,0,157,157
3,fwd,138,0,670,3,3
3,fwd,13,31,8,1,1
3,fwd,30,166,274,2,2
3,fwd,83,0,6,1,1
3,fwd,2321,1,56,2,2
3,fwd,38,6,472,3,2
3,fwd,90,0,2158,268,268
3,fwd,2,169,3,1,1
3,fwd,22,6,115,1,1
3,fwd,0,7,20,22,22
3,fwd,16,6,34,1,1
3,fwd,81,18,487,3,3
3,fwd,670,20,138,3,2
3,fwd,133,6,91,1,1
3,fwd,129,6,323,1,1
3,fwd,360,0,14,25,25
3,fwd,28,0,0,1,1
3,fwd,5,17,2504,450,450
3,fwd,926,4,1,1,1
3,fwd,138,3,670,4,4
3,fwd,415,0,13,1,1
3,fwd,1094,4,29,1,1
3,fwd,8,8,748,37,36
3,fwd,328,0,7,2,2
3,fwd,54,1,2813,1,1
3,fwd,1803,0,1060,1,1
3,fwd,8,16,748,27,27
3,fwd,10,11,1,1,1
3,fwd,48,6,160,1,1
3,fwd,14,7,1,3,3
3,fwd,2,12,0,1,1
3,fwd,6,3,5,1,1
3,fwd,52,9,89,13,12
3,fwd,106,5,451,2,2
3,fwd,2421,2,58,35,35
3,fwd,451,4,106,3,3
3,fwd,6,9,68,2,2
3,fwd,1,7,10,1,1
3,fwd,1,67,10,2,2
3,fwd,1,14,0,2,2
3,fwd,71,36,532,24,24
3,fwd,3,169,2,1,1
3,fwd,10,13,1,1,1
3,fwd,275,8,1022,3,3
3,fwd,2813,1,54,1,1
3,fwd,8,64,13,1,1
3,fwd,11,4,7,1,1
3,fwd,1927,16,49,1,1
3,fwd,57,3,324,4,4
3,fwd,36,41,16,1,1
3,fwd,961,10,2766,1,1
3,fwd,36,33,16,1,1
3,fwd,8,8,89,7,7
3,fwd,56,1,2321,3,3
3,fwd,147,56,330,1,1
3,fwd,76,15,8,1,1
3,fwd,5205,0,1707,2039,2039
3,fwd,2766,10,961,1,1
3,fwd,1279,12,277,276,276
3,fwd,1,6,201,24,24
3,fwd,878,0,72,1291,1291
3,fwd,41,12,12,1,1
3,fwd,241,0,1,4,4
3,fwd,3,6,323,1,1
3,fwd,1,13,10,1,1
3,fwd,52,9,72,11,11
3,fwd,934,0,1094,1,1
3,fwd,195,25,332,2,2
3,fwd,10,18,44,3,3
3,fwd,154,8,0,1,1
3,fwd,176,15,416,1,1
3,fwd,2103,0,236,9,9
3,fwd,377,6,294,1,1
3,fwd,6,29,5,1,1
3,fwd,1,5,926,1,1
3,inv,89,251,52,3,3
3,inv,148,257,38,1,1
3,inv,3908,267,1094,1,1
3,inv,401,366,52,2,2
3,inv,1094,256,29,1,1
3,inv,122,271,670,2,2
3,inv,13,251,1546,64,62
3,inv,10,302,1,1,1
3,inv,13,251,52,1,1
3,inv,2,263,0,2,2
3,inv,43,254,68,3,3
3,inv,370,258,414,4,4
3,inv,10,262,1,1,1
3,inv,13,254,8,1,1
3,inv,8,280,13,1,1
3,inv,61,251,98,1,1
3,inv,55,264,1,1,1
3,inv,56,258,2321,6,6
3,inv,41,263,12,1,1
3,inv,176,267,416,1,1
3,inv,11,256,7,1,1
3,inv,0,251,368,569,568
3,inv,670,251,138,1,1
3,inv,8,282,13,1,1
3,inv,274,417,30,1,1
3,inv,6,251,83,1,1
3,inv,56,252,2321,3,3
3,inv,472,257,38,1,1
3,inv,2158,251,90,4,4
3,inv,3,420,2,1,1
3,inv,115,257,22,2,2
3,inv,20,258,0,1,1
3,inv,34,257,16,1,1
3,inv,487,269,81,1,1
3,inv,138,271,670,6,6
3,inv,91,257,133,1,1
3,inv,323,257,129,1,1
3,inv,14,251,360,7880,7880
3,inv,0,251,28,2,2
3,inv,2504,268,5,2,2
3,inv,1,255,926,1,1
3,inv,670,254,138,2,2
3,inv,13,251,415,7,6
3,inv,29,255,1094,1,1
3,inv,748,259,8,1,1
3,inv,7,251,328,22,22
3,inv,2813,252,54,1,1
3,inv,1060,251,1803,3,3
3,inv,748,267,8,1,1
3,inv,1,262,10,1,1
3,inv,160,257,48,1,1
3,inv,1,258,14,22,22
3,inv,0,263,2,1,1
3,inv,5,254,6,1,1
3,inv,89,260,52,6,6
3,inv,451,256,106,4,4
3,inv,58,253,2421,8868,8868
3,inv,106,255,451,2,2
3,inv,68,260,6,1,1
3,inv,10,258,1,1,1
3,inv,10,318,1,1,1
3,inv,0,265,1,3,3
3,inv,532,287,71,8,8
3,inv,2,420,3,1,1
3,inv,1,264,10,1,1
3,inv,1022,259,275,1,1
3,inv,54,252,2813,1,1
3,inv,13,315,8,1,1
3,inv,7,255,11,1,1
3,inv,49,267,1927,2,2
3,inv,324,254,57,1,1
3,inv,16,292,36,2,2
3,inv,2766,261,961,1,1
3,inv,16,284,36,1,1
3,inv,89,259,8,1,1
3,inv,2321,252,56,2,2
3,inv,330,307,147,1,1
3,inv,8,266,76,1,1
3,inv,1707,251,5205,5897,5897
3,inv,961,261,2766,1,1
3,inv,277,263,1279,8919,8919
3,inv,201,257,1,1,1
3,inv,72,251,878,9864,9864
3,inv,12,263,41,1,1
3,inv,1,251,241,179,179
3,inv,323,257,3,2,1
3,inv,10,264,1,1,1
3,inv,72,260,52,6,6
3,inv,1094,251,934,4,4
3,inv,332,276,195,1,1
3,inv,44,269,10,1,1
3,inv,0,259,154,12,12
3,inv,416,266,176,1,1
3,inv,236,251,2103,59,59
3,inv,294,257,377,1,1
3,inv,5,280,6,1,1
3,inv,926,256,1,1,1
4,fwd,616,7,369,118,118
4,fwd,0,12,2,1,1
4,fwd,2,62,0,1,1
4,fwd,1027,14,2481,16,16
4,fwd,2174,21,8,69,69
4,fwd,4,1,112,1,1
4,fwd,377,6,294,1,1
4,fwd,65,0,71,1,1
4,fwd,114,2,0,18,18
4,fwd,8,12,2716,97,97
4,fwd,1488,0,89,11,11
4,fwd,6,6,5,1,1
4,fwd,82,1,277,2,1
4,fwd,1,7,10,1,1
4,fwd,10,13,1,1,1
4,fwd,8,9,240,9,9
4,fwd,0,7,14,10,10
4,fwd,8,12,2174,101,100
4,fwd,133,6,298,1,1
4,fwd,220,1,1686,1,1
4,fwd,2174,12,8,10,10
4,fwd,133,6,91,2,1
4,fwd,253,1,82,1,1
4,fwd,82,1,253,1,1
4,fwd,194,30,57,1,1
4,fwd,1,51,10,1,1
4,fwd,1,13,55,5,4
4,fwd,57,16,117,4,4
4,fwd,48,19,160,1,1
4,fwd,17,0,14,7,7
4,fwd,894,4,42,1,1
4,fwd,138,0,670,1,1
4,fwd,277,1,82,1,1
4,fwd,802,7,369,21,21
4,fwd,10,11,1,1,1
4,fwd,0,62,2,1,1
4,fwd,3524,7,369,1,1
4,fwd,27,15,132,1,1
4,fwd,98,0,61,1,1
4,fwd,0,11,2,1,1
4,fwd,132,15,27,1,1
4,fwd,641,4,10,1,1
4,fwd,110,4,0,1,1
4,fwd,76,15,8,1,1
4,fwd,113,6,30,1,1
4,fwd,343,14,72,10,10
4,fwd,127,1,106,9,9
4,fwd,208,3,13,1,1
4,fwd,86,2,144,159,159
4,fwd,369,7,1138,23,23
4,fwd,298,16,91,1,1
4,fwd,204,0,10,1,1
4,fwd,658,8,8,1,1
4,fwd,1112,20,138,2,2
4,fwd,5046,3,1,298,298
4,fwd,2075,26,29,1,1
4,fwd,3183,4,71,2,2
4,fwd,112,1,4,1,1
4,fwd,2012,0,13,1,1
4,fwd,8,8,59,5,4
4,fwd,0,14,20,2,2
4,fwd,71,5,3183,1,1
4,fwd,3085,0,74,8,8
4,fwd,1,11,10,1,1
4,fwd,3404,0,728,17,17
4,fwd,13,29,8,1,1
4,fwd,55,0,934,334,334
4,fwd,85,0,343,5,5
4,fwd,13,3,8,1,1
4,fwd,42,5,894,3,3
4,fwd,298,37,91,1,1
4,fwd,939,0,1,99,99
4,fwd,1686,1,220,1,1
4,fwd,0,5,110,1,1
4,fwd,10,5,641,1,1
4,fwd,298,16,133,2,1
4,fwd,2502,0,1,9,9
4,fwd,8,3,13,1,1
4,fwd,559,186,35,9,9
4,fwd,7,31,15,1,1
4,fwd,249,0,3480,1690,1690
4,fwd,1094,107,29,1,1
4,fwd,2,11,0,1,1
4,fwd,2,12,0,1,1
4,fwd,1256,0,61,1,1
4,fwd,8,8,13,1,1
4,fwd,1,13,10,1,1
4,fwd,106,1,127,4,4
4,fwd,787,30,8,1,1
4,fwd,5244,0,724,119,119
4,inv,369,258,616,5465,5463
4,inv,2,263,0,1,1
4,inv,0,313,2,1,1
4,inv,2481,265,1027,2,2
4,inv,8,272,2174,163,163
4,inv,112,252,4,1,1
4,inv,294,257,377,1,1
4,inv,71,251,65,2,2
4,inv,0,253,114,387,387
4,inv,2716,263,8,1,1
4,inv,89,251,1488,66,66
4,inv,5,257,6,1,1
4,inv,277,252,82,1,1
4,inv,10,258,1,1,1
4,inv,1,264,10,2,2
4,inv,240,260,8,1,1
4,inv,14,258,0,1,1
